index,level1,level2,level3,year,module_code,module_description,difficulty,attribute
440,Number,Multiplication and Division,Mental Calculation (M&D),6,A,"perform mental calculations, including with mixed operations and large numbers",4_cannot,No calculations explicitly requiring written methods. No negative results from mixed operations unless specified for that topic. No fractions or decimals in complex mental mixed operations unless part of simpler single steps within the problem.
441,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",1_can,"Calculate and write simple multiplication statements (e.g., 2 x 3 = 6) using 2x, 5x, 10x tables up to 5x. Use repeated addition or arrays to find answers. Focus on direct interpretation and writing of symbols."
442,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",1_cannot,Do not use division signs. Do not use facts beyond 5x. Do not use numbers >50. No word problems or missing number problems beyond a simple result. No mental calculation focus for larger numbers.
443,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",2_can,"Calculate and write multiplication/division statements for 2x, 5x, 10x tables up to 10x. Use multiplication (x), division (ÃÂ·), and equals (=) signs correctly. Questions involve direct calculations or matching statements to pictorial representations."
444,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",2_cannot,"Do not use facts beyond 10x. Do not use other tables (3,4,8x). No complex missing number problems. No numbers >100. No complex word problems or multi-step problems."
445,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",3_can,"Calculate and write mathematical statements for 2x, 5x, 10x tables fluently, and begin with 3x, 4x, 8x tables up to 5x. Questions include identifying errors in statements or writing statements from simple, explicit word problems (e.g., ""6 divided into 2 equal groups is 3"")."
446,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",3_cannot,"Do not use facts beyond 5x for 3,4,8x tables. No numbers beyond 100. No negative results. No complex calculations for which mental calculation is difficult."
447,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",4_can,"Fluently calculate and write mathematical statements for multiplication and division within 2x, 3x, 4x, 5x, 8x, 10x tables (up to 12x12). Questions involve constructing statements from word problems, identifying missing numbers in sequences that derive from table facts, or reasoning about the relationships between multiplication and division within tables."
448,Number,Multiplication and Division,Written Calculation,2,A,"calculate mathematical statements for multiplication and division within the multiplication tables and write them using the multiplication (x), division (ÃÂ·) and equals (=) signs",4_cannot,No numbers beyond what is typically covered by 12x12 facts. No decimals or fractions. No complex multi-step problems involving other operations.
449,Number,Multiplication and Division,Written Calculation,3,A,"write and calculate mathematical statements for multiplication and division using the multiplication tables that they know, including for two-digit numbers times one-digit numbers, using mental and progressing to formal written methods (appears also in Mental Methods)",1_can,"Write and calculate multiplication/division statements for 2x, 5x, 10x tables (up to 12x) using mental recall. Begin multiplying 2-digit by 1-digit numbers using repeated addition or arrays (e.g., 13x2)."
450,Number,Multiplication and Division,Written Calculation,3,A,"write and calculate mathematical statements for multiplication and division using the multiplication tables that they know, including for two-digit numbers times one-digit numbers, using mental and progressing to formal written methods (appears also in Mental Methods)",1_cannot,"Do not use 3x, 4x, 8x tables. Do not use formal written methods. No 2-digit by 1-digit calculations that require carrying. No word problems. No complex missing number problems."
451,Number,Multiplication and Division,Written Calculation,3,A,"write and calculate mathematical statements for multiplication and division using the multiplication tables that they know, including for two-digit numbers times one-digit numbers, using mental and progressing to formal written methods (appears also in Mental Methods)",2_can,"Write and calculate multiplication/division statements for 2x, 5x, 10x, 3x, 4x, 8x tables (up to 12x) using mental recall. Multiply 2-digit by 1-digit numbers (no carrying, e.g., 23x3=69) using expanded written methods or mental. Divide 2-digit by 1-digit (no remainder, e.g., 48ÃÂ·2=24) using grouping or arrays."
452,Number,Multiplication and Division,Written Calculation,3,A,"write and calculate mathematical statements for multiplication and division using the multiplication tables that they know, including for two-digit numbers times one-digit numbers, using mental and progressing to formal written methods (appears also in Mental Methods)",2_cannot,Do not use 2-digit by 1-digit numbers that require carrying for mental or expanded written method. Do not use formal short multiplication/division. No complex word problems or multi-step problems.
